Thu, 07 Apr 16 01:20:16 -0400 | /TwitterLocationDisplay/php/read_db.php -> select | You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'sql' at line 1 | sql
Thu, 07 Apr 16 01:20:58 -0400 | /TwitterLocationDisplay/php/read_db.php -> select | You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'sql' at line 1 | sql
Thu, 07 Apr 16 02:15:45 -0400 | /TwitterLocationDisplay/php/update_db.php -> insert | Unknown column 'statusflag' in 'field list' | INSERT INTO update_record SET start_time = "2016-04-07 02:15:45", statusflag = "started"
Thu, 07 Apr 16 02:18:41 -0400 | /TwitterLocationDisplay/php/search_tweets_store_in_db.php -> insert | Incorrect string value: '\xF0\x9F\x98\x81' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 475797052547284992, tweet_text = "Hate how @HoustWeHavAProb and @OrtonnHearsAWho don\'t really like me now cause when we first met I wasn\'t really myself.. Can we start over?😁", created_at = "2014-06-08 20:30:31", geo_lat = 41.16339332, geo_long = -111.97768491, user_id = 532831430, screen_name = "Kballer2021", name = "Drakin\' King", profile_image_url = "http://pbs.twimg.com/profile_images/714675097307594753/_rVplQ-9_normal.jpg", is_rt = 1
Thu, 07 Apr 16 02:18:41 -0400 | /TwitterLocationDisplay/php/search_tweets_store_in_db.php -> insert | Incorrect string value: '\xF0\x9F\x99\x8C\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 717916933299920896, tweet_text = "Wow Justin Bieber...... amazing, the noise in that place was unreal!  🙌🏽 @ Sprint Center https://t.co/d0qlFxLTm2", created_at = "2016-04-06 23:28:29", geo_lat = 39.09740459, geo_long = -94.58071382, user_id = 320049564, screen_name = "Ddwyer14", name = "Dom Dwyer", profile_image_url = "http://pbs.twimg.com/profile_images/698151001782521860/nFpUkIe2_normal.jpg", is_rt = 1
Thu, 07 Apr 16 02:18:41 -0400 | /TwitterLocationDisplay/php/search_tweets_store_in_db.php -> insert | Incorrect string value: '\xF0\x9F\x99\x8C\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 717916933299920896, tweet_text = "Wow Justin Bieber...... amazing, the noise in that place was unreal!  🙌🏽 @ Sprint Center https://t.co/d0qlFxLTm2", created_at = "2016-04-06 23:28:29", geo_lat = 39.09740459, geo_long = -94.58071382, user_id = 320049564, screen_name = "Ddwyer14", name = "Dom Dwyer", profile_image_url = "http://pbs.twimg.com/profile_images/698151001782521860/nFpUkIe2_normal.jpg", is_rt = 1
Thu, 07 Apr 16 02:18:41 -0400 | /TwitterLocationDisplay/php/search_tweets_store_in_db.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 690804601247825920, tweet_text = "\"Yall ready for round 2?\" \n\"nahhhh\" 😂😂😂 https://t.co/jlt4yep6wS", created_at = "2016-01-23 02:53:46", geo_lat = 39.68858741, geo_long = -104.87797301, user_id = 248198263, screen_name = "whoisyoungchose", name = "Chose", profile_image_url = "http://pbs.twimg.com/profile_images/717486136667406337/OMSJ--na_normal.jpg", is_rt = 1
Thu, 07 Apr 16 02:18:41 -0400 | /TwitterLocationDisplay/php/search_tweets_store_in_db.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 690804601247825920, tweet_text = "\"Yall ready for round 2?\" \n\"nahhhh\" 😂😂😂 https://t.co/jlt4yep6wS", created_at = "2016-01-23 02:53:46", geo_lat = 39.68858741, geo_long = -104.87797301, user_id = 248198263, screen_name = "whoisyoungchose", name = "Chose", profile_image_url = "http://pbs.twimg.com/profile_images/717486136667406337/OMSJ--na_normal.jpg", is_rt = 1
Thu, 07 Apr 16 02:18:41 -0400 | /TwitterLocationDisplay/php/search_tweets_store_in_db.php -> insert | Incorrect string value: '\xF0\x9F\x99\x8C\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 717916933299920896, tweet_text = "Wow Justin Bieber...... amazing, the noise in that place was unreal!  🙌🏽 @ Sprint Center https://t.co/d0qlFxLTm2", created_at = "2016-04-06 23:28:29", geo_lat = 39.09740459, geo_long = -94.58071382, user_id = 320049564, screen_name = "Ddwyer14", name = "Dom Dwyer", profile_image_url = "http://pbs.twimg.com/profile_images/698151001782521860/nFpUkIe2_normal.jpg", is_rt = 1
Thu, 07 Apr 16 02:18:41 -0400 | /TwitterLocationDisplay/php/search_tweets_store_in_db.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 690804601247825920, tweet_text = "\"Yall ready for round 2?\" \n\"nahhhh\" 😂😂😂 https://t.co/jlt4yep6wS", created_at = "2016-01-23 02:53:46", geo_lat = 39.68858741, geo_long = -104.87797301, user_id = 248198263, screen_name = "whoisyoungchose", name = "Chose", profile_image_url = "http://pbs.twimg.com/profile_images/717486136667406337/OMSJ--na_normal.jpg", is_rt = 1
Thu, 07 Apr 16 02:18:41 -0400 | /TwitterLocationDisplay/php/search_tweets_store_in_db.php -> insert | Incorrect string value: '\xF0\x9F\x99\x8C\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 717916933299920896, tweet_text = "Wow Justin Bieber...... amazing, the noise in that place was unreal!  🙌🏽 @ Sprint Center https://t.co/d0qlFxLTm2", created_at = "2016-04-06 23:28:29", geo_lat = 39.09740459, geo_long = -94.58071382, user_id = 320049564, screen_name = "Ddwyer14", name = "Dom Dwyer", profile_image_url = "http://pbs.twimg.com/profile_images/698151001782521860/nFpUkIe2_normal.jpg", is_rt = 1
